,promedio
PSNR_noisy,21.33754369457963
PSNR_swinir,23.055574411015886
SSIM_noisy,0.5692577649918812
SSIM_swinir,0.6657891025522207
ENL_noisy,8.27810287475586
ENL_swinir,10.566154479980469
ENL_gtruth,14.017834663391113
