archivo,PSNR_noisy,PSNR_swinir,SSIM_noisy,SSIM_swinir,ENL_noisy,ENL_swinir,ENL_gtruth
5120_5632.tiff,19.93106345797717,20.705065974815867,0.7531480531660144,0.7788314501494139,8.327688,9.190751,8.98184
5120_6144.tiff,20.305899007528083,21.201450088582725,0.7306025558178434,0.7611346933472434,8.6212,9.7681675,9.967508
5120_6656.tiff,20.121616065754544,20.740811137942057,0.7867317199841639,0.806541489096282,7.48479,8.19406,7.650915
5120_7168.tiff,20.139885845927207,20.742331522967994,0.7816243359526939,0.8008506064137815,7.505479,8.262624,7.8157835
5120_7680.tiff,20.190699634480506,21.33302166547718,0.5757699766859982,0.6389354563752717,10.26064,12.490597,14.638323
5120_8192.tiff,20.566877115783665,21.789857165951535,0.5837441074037737,0.6447559493395275,10.466788,12.691114,13.012021
5120_8704.tiff,20.87659900883913,21.94720294453173,0.7060497413434368,0.7466528496607829,7.959696,9.067618,9.560157
5120_9216.tiff,20.517250444655872,21.557026272283046,0.6880122238755861,0.7388789662109211,6.543586,7.252078,7.619745
5120_9728.tiff,20.832504884254007,22.058639948521424,0.6905685420839831,0.7453524473330786,6.6649785,7.5075755,8.721774
5632_0.tiff,26.634413816797434,26.975689209093204,0.9423175923214357,0.8984633825192139,0.041492276,0.052323468,0.054725304
5632_1024.tiff,19.03585525458397,20.281677533364185,0.42238127671790554,0.49590246021927076,12.083002,15.205773,26.616438
5632_10240.tiff,20.67809603191109,21.89472357288,0.6882400711876461,0.7378010766872612,7.6165056,8.743376,10.13637
5632_10752.tiff,20.37184804583179,21.639132749636598,0.6582888651803899,0.7152543752260134,8.123182,9.490456,11.014041
5632_11264.tiff,20.430590410453217,22.040467647663974,0.5217485830982174,0.622383431099313,9.413979,11.969441,15.397264
5632_11776.tiff,20.88960128415377,22.724104854303135,0.5629984157936048,0.6600134940341172,8.202095,10.186787,12.588345
5632_12288.tiff,20.827324793880507,22.956562409672244,0.461993847719839,0.5801959067786693,10.248405,13.947546,18.815325
5632_12800.tiff,20.498801309891277,22.572443638412047,0.47117399117045056,0.5958483494575902,10.518793,14.68014,20.621695
5632_13312.tiff,20.952229702591417,23.271703251543666,0.4910017662714826,0.6149462668499438,9.732502,13.430194,18.32568
5632_13824.tiff,20.723332544933392,22.984621453794944,0.46722126335947667,0.589668198194315,10.756769,15.571952,22.608204
5632_14336.tiff,20.602790602652608,22.80047437145234,0.4643547971824433,0.5885216391063786,11.3994665,17.142603,24.85189
5632_14848.tiff,20.174815617838156,22.204959155696,0.464569127963315,0.5888101834232892,10.947422,16.1776,25.458086
5632_1536.tiff,20.29390659390816,21.970394829189175,0.42150207834861125,0.5081090624999706,13.107678,17.204275,25.96344
5632_15360.tiff,21.005979926339293,23.372943931375172,0.47297968202225715,0.6101313540207909,10.550796,15.753579,22.124405
5632_15872.tiff,21.38283652627694,23.756840204075335,0.521619467264569,0.6445719271691165,9.736467,13.949373,19.282774
5632_16384.tiff,21.48299789229563,23.820432841062072,0.5454432443959477,0.6605809125845484,9.11884,12.557055,17.736498
