,promedio
PSNR_noisy,30.574866694737725
PSNR_swinir,31.43229276753084
SSIM_noisy,0.8902165333747811
SSIM_swinir,0.9264695254921177
ENL_noisy,25.576889038085938
ENL_swinir,339.4754943847656
ENL_gtruth,91.87008666992188
