archivo,PSNR_noisy,PSNR_autoencoder,SSIM_noisy,SSIM_autoencoder,ENL_noisy,ENL_autoencoder,ENL_gtruth
1024_512.tiff,30.1675,23.65933,0.9251285,0.87109685,0.5664913,0.57965106,0.5364436
1536_1536.tiff,17.576715,19.719765,0.7309158,0.7059321,0.65944594,0.6654239,0.67119104
1024_0.tiff,29.662758,24.937204,0.9213609,0.8982338,0.5845555,0.58543146,0.552263
