archivo,matches,mse_before,mse_after,salida
2016-06-14-00_00_2016-06-14-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled.tiff,100,669.5205334198572,1888.032534458144,/content/drive/MyDrive/radar_base_general_aleman_ramirez/registered/2016-06-14-00_00_2016-06-14-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled_registered.tiff
2016-07-08-00_00_2016-07-08-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled.tiff,100,705.0128661907852,1252.2272794289422,/content/drive/MyDrive/radar_base_general_aleman_ramirez/registered/2016-07-08-00_00_2016-07-08-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled_registered.tiff
2016-07-20-00_00_2016-07-20-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled.tiff,100,1036.7289323815703,10797.792201946788,/content/drive/MyDrive/radar_base_general_aleman_ramirez/registered/2016-07-20-00_00_2016-07-20-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled_registered.tiff
2016-07-26-00_00_2016-07-26-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled.tiff,100,3569.236181440623,6604.115073069435,/content/drive/MyDrive/radar_base_general_aleman_ramirez/registered/2016-07-26-00_00_2016-07-26-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled_registered.tiff
2016-08-13-00_00_2016-08-13-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled.tiff,100,627.3690055807917,642.20452926671,/content/drive/MyDrive/radar_base_general_aleman_ramirez/registered/2016-08-13-00_00_2016-08-13-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled_registered.tiff
2016-08-19-00_00_2016-08-19-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled.tiff,100,3548.8553440622973,5947.148309409475,/content/drive/MyDrive/radar_base_general_aleman_ramirez/registered/2016-08-19-00_00_2016-08-19-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled_registered.tiff
2016-08-25-00_00_2016-08-25-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled.tiff,100,861.3651584685269,978.0123826086957,/content/drive/MyDrive/radar_base_general_aleman_ramirez/registered/2016-08-25-00_00_2016-08-25-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled_registered.tiff
2016-09-06-00_00_2016-09-06-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled.tiff,100,1048.5676986372484,17042.40451239455,/content/drive/MyDrive/radar_base_general_aleman_ramirez/registered/2016-09-06-00_00_2016-09-06-23_59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled_registered.tiff
2016-09-12-00:00_2016-09-12-23:59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled.tiff,100,3655.683615055159,5516.796740298508,/content/drive/MyDrive/radar_base_general_aleman_ramirez/registered/2016-09-12-00:00_2016-09-12-23:59_Sentinel-1_EW_VV_VV_-_linear_gamma0_scaled_registered.tiff
