archivo,PSNR_noisy,PSNR_autoencoder,SSIM_noisy,SSIM_autoencoder,ENL_noisy,ENL_autoencoder,ENL_gtruth
1024_512.tiff,30.167498,31.531078,0.9251287,0.9691832,0.5664912,0.533472,0.5364436
1536_1536.tiff,17.576715,20.88755,0.73091626,0.78318375,0.65944594,0.60024023,0.6711911
1024_0.tiff,29.662758,31.374332,0.92136097,0.96989733,0.58455545,0.53341305,0.552263
