,promedio
PSNR_noisy,30.574866694737725
PSNR_swinir,31.432292820844907
SSIM_noisy,0.8902165333747811
SSIM_swinir,0.9264695300775923
ENL_noisy,25.576889038085938
ENL_swinir,339.4755859375
ENL_gtruth,91.87010192871094
